# Terrain overflow check: blend.terrain.y-range.max=301 (pack-configured)
# Tiles: 200x200, seed: 1, pack: CHIMERA
# Positions where terrain.sampler + terrain.sampler-2d density > 0 at y=301
x=92372 z=64920 y=301 biome=BITTER_HEIGHTS density=15.750436
x=92376 z=64920 y=301 biome=BITTER_HEIGHTS density=17.135520
x=92380 z=64920 y=301 biome=BITTER_HEIGHTS density=20.558426
x=92384 z=64920 y=301 biome=BITTER_HEIGHTS density=17.312854
x=92388 z=64920 y=301 biome=BITTER_HEIGHTS density=7.722285
x=92392 z=64920 y=301 biome=BITTER_HEIGHTS density=1.714677
x=92396 z=64920 y=301 biome=BITTER_HEIGHTS density=2.321712
x=92340 z=64924 y=301 biome=BITTER_HEIGHTS density=7.433650
x=92344 z=64924 y=301 biome=BITTER_HEIGHTS density=18.119934
x=92348 z=64924 y=301 biome=BITTER_HEIGHTS density=23.782243
x=92352 z=64924 y=301 biome=BITTER_HEIGHTS density=28.424162
x=92356 z=64924 y=301 biome=BITTER_HEIGHTS density=30.492686
x=92360 z=64924 y=301 biome=BITTER_HEIGHTS density=27.783388
x=92364 z=64924 y=301 biome=BITTER_HEIGHTS density=18.992325
x=92368 z=64924 y=301 biome=BITTER_HEIGHTS density=13.434154
x=92372 z=64924 y=301 biome=BITTER_HEIGHTS density=17.829557
x=92376 z=64924 y=301 biome=BITTER_HEIGHTS density=19.715867
x=92380 z=64924 y=301 biome=BITTER_HEIGHTS density=24.890958
x=92384 z=64924 y=301 biome=BITTER_HEIGHTS density=22.328803
x=92388 z=64924 y=301 biome=BITTER_HEIGHTS density=14.035577
x=92392 z=64924 y=301 biome=BITTER_HEIGHTS density=8.189243
x=92396 z=64924 y=301 biome=BITTER_HEIGHTS density=3.519649
x=92336 z=64928 y=301 biome=BITTER_HEIGHTS density=11.743883
x=92340 z=64928 y=301 biome=BITTER_HEIGHTS density=21.369629
x=92344 z=64928 y=301 biome=BITTER_HEIGHTS density=26.258020
x=92348 z=64928 y=301 biome=BITTER_HEIGHTS density=26.581306
x=92352 z=64928 y=301 biome=BITTER_HEIGHTS density=28.760116
x=92356 z=64928 y=301 biome=BITTER_HEIGHTS density=32.380003
x=92360 z=64928 y=301 biome=BITTER_HEIGHTS density=27.963883
x=92364 z=64928 y=301 biome=BITTER_HEIGHTS density=21.251858
x=92368 z=64928 y=301 biome=BITTER_HEIGHTS density=14.593421
x=92372 z=64928 y=301 biome=BITTER_HEIGHTS density=16.279207
x=92376 z=64928 y=301 biome=BITTER_HEIGHTS density=19.543144
x=92380 z=64928 y=301 biome=BITTER_HEIGHTS density=23.779637
x=92384 z=64928 y=301 biome=BITTER_HEIGHTS density=22.074482
x=92388 z=64928 y=301 biome=BITTER_HEIGHTS density=16.263498
x=92392 z=64928 y=301 biome=BITTER_HEIGHTS density=8.871201
x=92396 z=64928 y=301 biome=BITTER_HEIGHTS density=1.342789
x=92332 z=64932 y=301 biome=BITTER_HEIGHTS density=3.246423
x=92336 z=64932 y=301 biome=BITTER_HEIGHTS density=16.125536
x=92340 z=64932 y=301 biome=BITTER_HEIGHTS density=25.269813
x=92344 z=64932 y=301 biome=BITTER_HEIGHTS density=28.805465
x=92348 z=64932 y=301 biome=BITTER_HEIGHTS density=24.848110
x=92352 z=64932 y=301 biome=BITTER_HEIGHTS density=22.640058
x=92356 z=64932 y=301 biome=BITTER_HEIGHTS density=24.860910
x=92360 z=64932 y=301 biome=BITTER_HEIGHTS density=22.558661
x=92364 z=64932 y=301 biome=BITTER_HEIGHTS density=18.714652
x=92368 z=64932 y=301 biome=BITTER_HEIGHTS density=16.873935
x=92372 z=64932 y=301 biome=BITTER_HEIGHTS density=16.863073
x=92376 z=64932 y=301 biome=BITTER_HEIGHTS density=16.413126
x=92380 z=64932 y=301 biome=BITTER_HEIGHTS density=18.024890
x=92384 z=64932 y=301 biome=BITTER_HEIGHTS density=18.959565
x=92388 z=64932 y=301 biome=BITTER_HEIGHTS density=13.719083
x=92392 z=64932 y=301 biome=BITTER_HEIGHTS density=6.149658
x=92332 z=64936 y=301 biome=BITTER_HEIGHTS density=8.904281
x=92336 z=64936 y=301 biome=BITTER_HEIGHTS density=17.754472
x=92340 z=64936 y=301 biome=BITTER_HEIGHTS density=22.996261
x=92344 z=64936 y=301 biome=BITTER_HEIGHTS density=25.379215
x=92348 z=64936 y=301 biome=BITTER_HEIGHTS density=24.601737
x=92352 z=64936 y=301 biome=BITTER_HEIGHTS density=25.056860
x=92356 z=64936 y=301 biome=BITTER_HEIGHTS density=23.629529
x=92360 z=64936 y=301 biome=BITTER_HEIGHTS density=21.319281
x=92364 z=64936 y=301 biome=BITTER_HEIGHTS density=19.224391
x=92368 z=64936 y=301 biome=BITTER_HEIGHTS density=19.512115
x=92372 z=64936 y=301 biome=BITTER_HEIGHTS density=16.826405
x=92376 z=64936 y=301 biome=BITTER_HEIGHTS density=13.704083
x=92380 z=64936 y=301 biome=BITTER_HEIGHTS density=13.776744
x=92384 z=64936 y=301 biome=BITTER_HEIGHTS density=14.351439
x=92388 z=64936 y=301 biome=BITTER_HEIGHTS density=9.263470
x=92332 z=64940 y=301 biome=BITTER_HEIGHTS density=4.414281
x=92336 z=64940 y=301 biome=BITTER_HEIGHTS density=17.799277
x=92340 z=64940 y=301 biome=BITTER_HEIGHTS density=21.602242
x=92344 z=64940 y=301 biome=BITTER_HEIGHTS density=27.061574
x=92348 z=64940 y=301 biome=BITTER_HEIGHTS density=28.059358
x=92352 z=64940 y=301 biome=BITTER_HEIGHTS density=26.650748
x=92356 z=64940 y=301 biome=BITTER_HEIGHTS density=25.962764
x=92360 z=64940 y=301 biome=BITTER_HEIGHTS density=24.192623
x=92364 z=64940 y=301 biome=BITTER_HEIGHTS density=20.430636
x=92368 z=64940 y=301 biome=BITTER_HEIGHTS density=18.174846
x=92372 z=64940 y=301 biome=BITTER_HEIGHTS density=16.143968
x=92376 z=64940 y=301 biome=BITTER_HEIGHTS density=16.283135
x=92380 z=64940 y=301 biome=BITTER_HEIGHTS density=12.264214
x=92384 z=64940 y=301 biome=BITTER_HEIGHTS density=10.625071
x=92388 z=64940 y=301 biome=BITTER_HEIGHTS density=5.188115
x=92336 z=64944 y=301 biome=BITTER_HEIGHTS density=7.806659
x=92340 z=64944 y=301 biome=BITTER_HEIGHTS density=18.677750
x=92344 z=64944 y=301 biome=BITTER_HEIGHTS density=23.736569
x=92348 z=64944 y=301 biome=BITTER_HEIGHTS density=22.312471
x=92352 z=64944 y=301 biome=BITTER_HEIGHTS density=20.563443
x=92356 z=64944 y=301 biome=BITTER_HEIGHTS density=22.013500
x=92360 z=64944 y=301 biome=BITTER_HEIGHTS density=21.646086
x=92364 z=64944 y=301 biome=BITTER_HEIGHTS density=20.086931
x=92368 z=64944 y=301 biome=BITTER_HEIGHTS density=20.001622
x=92372 z=64944 y=301 biome=BITTER_HEIGHTS density=16.764589
x=92376 z=64944 y=301 biome=BITTER_HEIGHTS density=15.930479
x=92380 z=64944 y=301 biome=BITTER_HEIGHTS density=9.176141
x=92384 z=64944 y=301 biome=BITTER_HEIGHTS density=7.533393
x=92388 z=64944 y=301 biome=BITTER_HEIGHTS density=3.354601
x=92340 z=64948 y=301 biome=BITTER_HEIGHTS density=6.102590
x=92344 z=64948 y=301 biome=BITTER_HEIGHTS density=10.086271
x=92348 z=64948 y=301 biome=BITTER_HEIGHTS density=10.720992
x=92352 z=64948 y=301 biome=BITTER_HEIGHTS density=16.166675
x=92356 z=64948 y=301 biome=BITTER_HEIGHTS density=16.274572
x=92360 z=64948 y=301 biome=BITTER_HEIGHTS density=15.221348
x=92364 z=64948 y=301 biome=BITTER_HEIGHTS density=19.113266
x=92368 z=64948 y=301 biome=BITTER_HEIGHTS density=20.854515
x=92372 z=64948 y=301 biome=BITTER_HEIGHTS density=18.003513
x=92376 z=64948 y=301 biome=BITTER_HEIGHTS density=14.751816
x=92380 z=64948 y=301 biome=BITTER_HEIGHTS density=7.852040
x=92384 z=64948 y=301 biome=BITTER_HEIGHTS density=5.962987
x=92388 z=64948 y=301 biome=BITTER_HEIGHTS density=3.190139
x=92344 z=64952 y=301 biome=BITTER_HEIGHTS density=2.534048
x=92348 z=64952 y=301 biome=BITTER_HEIGHTS density=5.404005
x=92352 z=64952 y=301 biome=BITTER_HEIGHTS density=12.543665
x=92356 z=64952 y=301 biome=BITTER_HEIGHTS density=15.766241
x=92360 z=64952 y=301 biome=BITTER_HEIGHTS density=14.947380
x=92364 z=64952 y=301 biome=BITTER_HEIGHTS density=14.956488
x=92368 z=64952 y=301 biome=BITTER_HEIGHTS density=19.176471
x=92372 z=64952 y=301 biome=BITTER_HEIGHTS density=16.961330
x=92376 z=64952 y=301 biome=BITTER_HEIGHTS density=11.836995
x=92380 z=64952 y=301 biome=BITTER_HEIGHTS density=5.457547
x=92384 z=64952 y=301 biome=BITTER_HEIGHTS density=3.798386
x=92388 z=64952 y=301 biome=BITTER_HEIGHTS density=1.701161
x=92348 z=64956 y=301 biome=BITTER_HEIGHTS density=0.339902
x=92352 z=64956 y=301 biome=BITTER_HEIGHTS density=6.958593
x=92356 z=64956 y=301 biome=BITTER_HEIGHTS density=12.294153
x=92360 z=64956 y=301 biome=BITTER_HEIGHTS density=11.557701
x=92364 z=64956 y=301 biome=BITTER_HEIGHTS density=13.130893
x=92368 z=64956 y=301 biome=BITTER_HEIGHTS density=16.557867
x=92372 z=64956 y=301 biome=BITTER_HEIGHTS density=16.617204
x=92376 z=64956 y=301 biome=BITTER_HEIGHTS density=8.256904
x=92380 z=64956 y=301 biome=BITTER_HEIGHTS density=4.152648
x=92384 z=64956 y=301 biome=BITTER_HEIGHTS density=5.860106
x=92388 z=64956 y=301 biome=BITTER_HEIGHTS density=3.988425
x=92344 z=64960 y=301 biome=BITTER_HEIGHTS density=0.451012
x=92348 z=64960 y=301 biome=BITTER_HEIGHTS density=1.008545
x=92352 z=64960 y=301 biome=BITTER_HEIGHTS density=3.582312
x=92356 z=64960 y=301 biome=BITTER_HEIGHTS density=2.972403
x=92360 z=64960 y=301 biome=BITTER_HEIGHTS density=2.810949
x=92364 z=64960 y=301 biome=BITTER_HEIGHTS density=5.255251
x=92368 z=64960 y=301 biome=BITTER_HEIGHTS density=9.715449
x=92372 z=64960 y=301 biome=BITTER_HEIGHTS density=16.761472
x=92376 z=64960 y=301 biome=BITTER_HEIGHTS density=4.665094
x=92380 z=64960 y=301 biome=BITTER_HEIGHTS density=0.010479
x=92384 z=64960 y=301 biome=BITTER_HEIGHTS density=2.472934
x=92388 z=64960 y=301 biome=BITTER_HEIGHTS density=3.564775
x=92344 z=64964 y=301 biome=BITTER_HEIGHTS density=2.244071
x=92348 z=64964 y=301 biome=BITTER_HEIGHTS density=5.936584
x=92352 z=64964 y=301 biome=BITTER_HEIGHTS density=3.779332
x=92356 z=64964 y=301 biome=BITTER_HEIGHTS density=1.738266
x=92368 z=64964 y=301 biome=BITTER_HEIGHTS density=1.960424
x=92372 z=64964 y=301 biome=BITTER_HEIGHTS density=14.305923
x=92376 z=64964 y=301 biome=BITTER_HEIGHTS density=5.578951
x=92380 z=64964 y=301 biome=BITTER_HEIGHTS density=0.160419
x=92384 z=64964 y=301 biome=BITTER_HEIGHTS density=0.816538
x=92388 z=64964 y=301 biome=BITTER_HEIGHTS density=1.520994
x=92392 z=64964 y=301 biome=BITTER_HEIGHTS density=2.290511
x=92348 z=64968 y=301 biome=BITTER_HEIGHTS density=8.821984
x=92352 z=64968 y=301 biome=BITTER_HEIGHTS density=5.917445
x=92356 z=64968 y=301 biome=BITTER_HEIGHTS density=0.369750
x=92368 z=64968 y=301 biome=BITTER_HEIGHTS density=2.101129
x=92372 z=64968 y=301 biome=BITTER_HEIGHTS density=7.911548
x=92376 z=64968 y=301 biome=BITTER_HEIGHTS density=2.688342
x=92384 z=64968 y=301 biome=BITTER_HEIGHTS density=0.593188
x=92392 z=64968 y=301 biome=BITTER_HEIGHTS density=0.687605
x=92348 z=64972 y=301 biome=BITTER_HEIGHTS density=5.908920
x=92352 z=64972 y=301 biome=BITTER_HEIGHTS density=6.205898
x=92356 z=64972 y=301 biome=BITTER_HEIGHTS density=1.507527
x=92368 z=64972 y=301 biome=BITTER_HEIGHTS density=6.512774
x=92372 z=64972 y=301 biome=BITTER_HEIGHTS density=2.172036
x=92388 z=64972 y=301 biome=BITTER_HEIGHTS density=0.239614
x=92344 z=64976 y=301 biome=BITTER_HEIGHTS density=4.642257
x=92348 z=64976 y=301 biome=BITTER_HEIGHTS density=11.578877
x=92352 z=64976 y=301 biome=BITTER_HEIGHTS density=7.730742
x=92356 z=64976 y=301 biome=BITTER_HEIGHTS density=4.219861
x=92360 z=64976 y=301 biome=BITTER_HEIGHTS density=0.663667
x=92340 z=64980 y=301 biome=BITTER_HEIGHTS density=4.772014
x=92344 z=64980 y=301 biome=BITTER_HEIGHTS density=12.855954
x=92348 z=64980 y=301 biome=BITTER_HEIGHTS density=6.693294
x=92352 z=64980 y=301 biome=BITTER_HEIGHTS density=2.064472
x=92356 z=64980 y=301 biome=BITTER_HEIGHTS density=0.618914
x=92516 z=64980 y=301 biome=BITTER_HEIGHTS density=0.828156
x=92520 z=64980 y=301 biome=BITTER_HEIGHTS density=0.095252
x=92524 z=64980 y=301 biome=BITTER_HEIGHTS density=0.686891
x=92528 z=64980 y=301 biome=BITTER_HEIGHTS density=1.800749
x=92532 z=64980 y=301 biome=BITTER_HEIGHTS density=2.960471
x=92336 z=64984 y=301 biome=BITTER_HEIGHTS density=4.558043
x=92340 z=64984 y=301 biome=BITTER_HEIGHTS density=11.961498
x=92344 z=64984 y=301 biome=BITTER_HEIGHTS density=6.829445
x=92512 z=64984 y=301 biome=BITTER_HEIGHTS density=1.312643
x=92516 z=64984 y=301 biome=BITTER_HEIGHTS density=4.468267
x=92520 z=64984 y=301 biome=BITTER_HEIGHTS density=2.867141
x=92524 z=64984 y=301 biome=BITTER_HEIGHTS density=4.149771
x=92528 z=64984 y=301 biome=BITTER_HEIGHTS density=6.571258
x=92532 z=64984 y=301 biome=BITTER_HEIGHTS density=5.893274
x=92332 z=64988 y=301 biome=BITTER_HEIGHTS density=5.005342
x=92336 z=64988 y=301 biome=BITTER_HEIGHTS density=9.481264
x=92340 z=64988 y=301 biome=BITTER_HEIGHTS density=3.627430
x=92512 z=64988 y=301 biome=BITTER_HEIGHTS density=1.913748
x=92516 z=64988 y=301 biome=BITTER_HEIGHTS density=6.171303
x=92520 z=64988 y=301 biome=BITTER_HEIGHTS density=3.988731
x=92524 z=64988 y=301 biome=BITTER_HEIGHTS density=2.625979
x=92528 z=64988 y=301 biome=BITTER_HEIGHTS density=5.389760
x=92532 z=64988 y=301 biome=BITTER_HEIGHTS density=6.020232
x=92320 z=64992 y=301 biome=BITTER_HEIGHTS density=3.091758
x=92324 z=64992 y=301 biome=BITTER_HEIGHTS density=5.950440
x=92328 z=64992 y=301 biome=BITTER_HEIGHTS density=9.700827
x=92332 z=64992 y=301 biome=BITTER_HEIGHTS density=7.389997
x=92336 z=64992 y=301 biome=BITTER_HEIGHTS density=0.442310
x=92512 z=64992 y=301 biome=BITTER_HEIGHTS density=1.576051
x=92516 z=64992 y=301 biome=BITTER_HEIGHTS density=9.225189
x=92520 z=64992 y=301 biome=BITTER_HEIGHTS density=8.475822
x=92524 z=64992 y=301 biome=BITTER_HEIGHTS density=3.394807
x=92528 z=64992 y=301 biome=BITTER_HEIGHTS density=4.732149
x=92532 z=64992 y=301 biome=BITTER_HEIGHTS density=6.178214
x=92324 z=64996 y=301 biome=BITTER_HEIGHTS density=9.680663
x=92328 z=64996 y=301 biome=BITTER_HEIGHTS density=8.520502
x=92512 z=64996 y=301 biome=BITTER_HEIGHTS density=4.883028
x=92516 z=64996 y=301 biome=BITTER_HEIGHTS density=13.011078
x=92520 z=64996 y=301 biome=BITTER_HEIGHTS density=10.147340
x=92524 z=64996 y=301 biome=BITTER_HEIGHTS density=3.578247
x=92528 z=64996 y=301 biome=BITTER_HEIGHTS density=5.880073
x=92532 z=64996 y=301 biome=BITTER_HEIGHTS density=7.866925
x=92508 z=65000 y=301 biome=BITTER_HEIGHTS density=0.416549
x=92512 z=65000 y=301 biome=BITTER_HEIGHTS density=8.683400
x=92516 z=65000 y=301 biome=BITTER_HEIGHTS density=13.692017
x=92520 z=65000 y=301 biome=BITTER_HEIGHTS density=11.369563
x=92524 z=65000 y=301 biome=BITTER_HEIGHTS density=6.852878
x=92528 z=65000 y=301 biome=BITTER_HEIGHTS density=5.301772
x=92532 z=65000 y=301 biome=BITTER_HEIGHTS density=5.492820
x=92508 z=65004 y=301 biome=BITTER_HEIGHTS density=2.474127
x=92512 z=65004 y=301 biome=BITTER_HEIGHTS density=10.357441
x=92516 z=65004 y=301 biome=BITTER_HEIGHTS density=13.157948
x=92520 z=65004 y=301 biome=BITTER_HEIGHTS density=13.980755
x=92524 z=65004 y=301 biome=BITTER_HEIGHTS density=8.339521
x=92528 z=65004 y=301 biome=BITTER_HEIGHTS density=3.521034
x=92532 z=65004 y=301 biome=BITTER_HEIGHTS density=3.469339
x=92508 z=65008 y=301 biome=BITTER_HEIGHTS density=1.919359
x=92512 z=65008 y=301 biome=BITTER_HEIGHTS density=7.073868
x=92516 z=65008 y=301 biome=BITTER_HEIGHTS density=9.202070
x=92520 z=65008 y=301 biome=BITTER_HEIGHTS density=12.147079
x=92524 z=65008 y=301 biome=BITTER_HEIGHTS density=7.230914
x=92520 z=65012 y=301 biome=BITTER_HEIGHTS density=3.758574
x=16132 z=26248 y=301 biome=BITTER_HEIGHTS density=0.009959
x=16136 z=26248 y=301 biome=BITTER_HEIGHTS density=1.833061
x=16136 z=26252 y=301 biome=BITTER_HEIGHTS density=1.803810
x=16140 z=26252 y=301 biome=BITTER_HEIGHTS density=2.190527
x=16144 z=26252 y=301 biome=BITTER_HEIGHTS density=0.969811
x=16132 z=26256 y=301 biome=BITTER_HEIGHTS density=0.058887
x=16136 z=26256 y=301 biome=BITTER_HEIGHTS density=5.482574
x=16140 z=26256 y=301 biome=BITTER_HEIGHTS density=5.270641
x=16144 z=26256 y=301 biome=BITTER_HEIGHTS density=5.220426
x=16148 z=26256 y=301 biome=BITTER_HEIGHTS density=5.890525
x=16152 z=26256 y=301 biome=BITTER_HEIGHTS density=8.086156
x=16156 z=26256 y=301 biome=BITTER_HEIGHTS density=7.967900
x=16160 z=26256 y=301 biome=BITTER_HEIGHTS density=2.040469
x=16136 z=26260 y=301 biome=BITTER_HEIGHTS density=3.101076
x=16140 z=26260 y=301 biome=BITTER_HEIGHTS density=4.332331
x=16144 z=26260 y=301 biome=BITTER_HEIGHTS density=5.310209
x=16148 z=26260 y=301 biome=BITTER_HEIGHTS density=6.436828
x=16152 z=26260 y=301 biome=BITTER_HEIGHTS density=9.131853
x=16156 z=26260 y=301 biome=BITTER_HEIGHTS density=10.149281
x=16160 z=26260 y=301 biome=BITTER_HEIGHTS density=4.191227
x=16144 z=26264 y=301 biome=BITTER_HEIGHTS density=0.323850
x=16148 z=26264 y=301 biome=BITTER_HEIGHTS density=7.497585
x=16152 z=26264 y=301 biome=BITTER_HEIGHTS density=11.202251
x=16156 z=26264 y=301 biome=BITTER_HEIGHTS density=10.636287
x=16160 z=26264 y=301 biome=BITTER_HEIGHTS density=5.942992
x=16164 z=26264 y=301 biome=BITTER_HEIGHTS density=1.913552
x=16168 z=26264 y=301 biome=BITTER_HEIGHTS density=0.890265
x=16148 z=26268 y=301 biome=BITTER_HEIGHTS density=3.000297
x=16152 z=26268 y=301 biome=BITTER_HEIGHTS density=10.583866
x=16156 z=26268 y=301 biome=BITTER_HEIGHTS density=13.012700
x=16160 z=26268 y=301 biome=BITTER_HEIGHTS density=9.470433
x=16164 z=26268 y=301 biome=BITTER_HEIGHTS density=6.884901
x=16168 z=26268 y=301 biome=BITTER_HEIGHTS density=5.061309
x=16172 z=26268 y=301 biome=BITTER_HEIGHTS density=3.699637
x=16152 z=26272 y=301 biome=BITTER_HEIGHTS density=7.261747
x=16156 z=26272 y=301 biome=BITTER_HEIGHTS density=12.842639
x=16160 z=26272 y=301 biome=BITTER_HEIGHTS density=11.106597
x=16164 z=26272 y=301 biome=BITTER_HEIGHTS density=9.986107
x=16168 z=26272 y=301 biome=BITTER_HEIGHTS density=7.535885
x=16172 z=26272 y=301 biome=BITTER_HEIGHTS density=5.353211
x=16156 z=26276 y=301 biome=BITTER_HEIGHTS density=8.399487
x=16160 z=26276 y=301 biome=BITTER_HEIGHTS density=13.635446
x=16164 z=26276 y=301 biome=BITTER_HEIGHTS density=10.999432
x=16168 z=26276 y=301 biome=BITTER_HEIGHTS density=7.080911
x=16172 z=26276 y=301 biome=BITTER_HEIGHTS density=1.483646
x=16156 z=26280 y=301 biome=BITTER_HEIGHTS density=8.176819
x=16160 z=26280 y=301 biome=BITTER_HEIGHTS density=14.804842
x=16164 z=26280 y=301 biome=BITTER_HEIGHTS density=11.700005
x=16168 z=26280 y=301 biome=BITTER_HEIGHTS density=4.044354
x=16156 z=26284 y=301 biome=BITTER_HEIGHTS density=6.767469
x=16160 z=26284 y=301 biome=BITTER_HEIGHTS density=12.024688
x=16164 z=26284 y=301 biome=BITTER_HEIGHTS density=6.401122
x=16156 z=26288 y=301 biome=BITTER_HEIGHTS density=0.524657
x=16160 z=26288 y=301 biome=BITTER_HEIGHTS density=3.685853
x=16504 z=37024 y=301 biome=BITTER_HEIGHTS density=2.760535
x=16508 z=37024 y=301 biome=BITTER_HEIGHTS density=2.199068
x=93320 z=51840 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.275974
x=43464 z=18184 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.390666
x=43472 z=18196 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.488315
x=43468 z=18200 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.613246
x=43472 z=18200 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.972729
x=43464 z=18204 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.701206
x=43468 z=18204 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.993763
x=43472 z=18204 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.179921
x=43480 z=18204 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.741521
x=43464 z=18208 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.144748
x=43468 z=18208 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.179121
x=43472 z=18208 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.961366
x=43476 z=18208 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.740908
x=43480 z=18208 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.692252
x=43484 z=18208 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.394083
x=43464 z=18212 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.625955
x=43468 z=18212 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.971227
x=43472 z=18212 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.077223
x=43476 z=18212 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.822257
x=43480 z=18212 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.819850
x=17888 z=76492 y=301 biome=BITTER_HEIGHTS density=0.871892
x=17892 z=76492 y=301 biome=BITTER_HEIGHTS density=2.191916
x=43140 z=70368 y=301 biome=BADLANDS_BUTTES density=4.506190
x=94576 z=54420 y=301 biome=PEARLESCENT_DESERT density=4.024925
x=94580 z=54420 y=301 biome=PEARLESCENT_DESERT density=5.280010
x=94584 z=54420 y=301 biome=PEARLESCENT_DESERT density=2.208090
x=94588 z=54420 y=301 biome=PEARLESCENT_DESERT density=0.754520
x=94572 z=54424 y=301 biome=PEARLESCENT_DESERT density=6.007979
x=94576 z=54424 y=301 biome=PEARLESCENT_DESERT density=9.784010
x=94580 z=54424 y=301 biome=PEARLESCENT_DESERT density=9.135439
x=94584 z=54424 y=301 biome=PEARLESCENT_DESERT density=6.504377
x=94588 z=54424 y=301 biome=PEARLESCENT_DESERT density=4.483939
x=94592 z=54424 y=301 biome=PEARLESCENT_DESERT density=2.446903
x=94568 z=54428 y=301 biome=PEARLESCENT_DESERT density=2.590043
x=94572 z=54428 y=301 biome=PEARLESCENT_DESERT density=9.918298
x=94576 z=54428 y=301 biome=PEARLESCENT_DESERT density=13.499116
x=94580 z=54428 y=301 biome=PEARLESCENT_DESERT density=11.819700
x=94584 z=54428 y=301 biome=PEARLESCENT_DESERT density=9.367309
x=94588 z=54428 y=301 biome=PEARLESCENT_DESERT density=8.463346
x=94592 z=54428 y=301 biome=PEARLESCENT_DESERT density=5.768954
x=94596 z=54428 y=301 biome=PEARLESCENT_DESERT density=1.251385
x=94568 z=54432 y=301 biome=PEARLESCENT_DESERT density=5.888307
x=94572 z=54432 y=301 biome=PEARLESCENT_DESERT density=13.544413
x=94576 z=54432 y=301 biome=PEARLESCENT_DESERT density=14.699043
x=94580 z=54432 y=301 biome=PEARLESCENT_DESERT density=12.683154
x=94584 z=54432 y=301 biome=PEARLESCENT_DESERT density=9.881747
x=94588 z=54432 y=301 biome=PEARLESCENT_DESERT density=5.215182
x=94592 z=54432 y=301 biome=PEARLESCENT_DESERT density=7.496871
x=94596 z=54432 y=301 biome=PEARLESCENT_DESERT density=6.490769
x=94600 z=54432 y=301 biome=PEARLESCENT_DESERT density=2.412912
x=94572 z=54436 y=301 biome=PEARLESCENT_DESERT density=13.312113
x=94576 z=54436 y=301 biome=PEARLESCENT_DESERT density=15.066029
x=94580 z=54436 y=301 biome=PEARLESCENT_DESERT density=12.657143
x=94584 z=54436 y=301 biome=PEARLESCENT_DESERT density=10.007349
x=94588 z=54436 y=301 biome=PEARLESCENT_DESERT density=6.665929
x=94592 z=54436 y=301 biome=PEARLESCENT_DESERT density=7.826971
x=94596 z=54436 y=301 biome=PEARLESCENT_DESERT density=6.399100
x=94600 z=54436 y=301 biome=PEARLESCENT_DESERT density=5.286671
x=94604 z=54436 y=301 biome=PEARLESCENT_DESERT density=3.473727
x=94608 z=54436 y=301 biome=PEARLESCENT_DESERT density=1.529646
x=94576 z=54440 y=301 biome=PEARLESCENT_DESERT density=11.261229
x=94580 z=54440 y=301 biome=PEARLESCENT_DESERT density=11.570106
x=94584 z=54440 y=301 biome=PEARLESCENT_DESERT density=9.928387
x=94588 z=54440 y=301 biome=PEARLESCENT_DESERT density=9.177978
x=94592 z=54440 y=301 biome=PEARLESCENT_DESERT density=7.936905
x=94596 z=54440 y=301 biome=PEARLESCENT_DESERT density=6.303372
x=94600 z=54440 y=301 biome=PEARLESCENT_DESERT density=5.526418
x=94604 z=54440 y=301 biome=PEARLESCENT_DESERT density=4.207568
x=94608 z=54440 y=301 biome=PEARLESCENT_DESERT density=2.545187
x=94612 z=54440 y=301 biome=PEARLESCENT_DESERT density=0.912945
x=94580 z=54444 y=301 biome=PEARLESCENT_DESERT density=8.450565
x=94584 z=54444 y=301 biome=PEARLESCENT_DESERT density=8.996117
x=94588 z=54444 y=301 biome=PEARLESCENT_DESERT density=8.900617
x=94592 z=54444 y=301 biome=PEARLESCENT_DESERT density=6.796419
x=94596 z=54444 y=301 biome=PEARLESCENT_DESERT density=5.884757
x=94600 z=54444 y=301 biome=PEARLESCENT_DESERT density=4.708828
x=94604 z=54444 y=301 biome=PEARLESCENT_DESERT density=4.025987
x=94608 z=54444 y=301 biome=PEARLESCENT_DESERT density=2.570924
x=94612 z=54444 y=301 biome=PEARLESCENT_DESERT density=0.358829
x=94584 z=54448 y=301 biome=PEARLESCENT_DESERT density=1.201555
x=94588 z=54448 y=301 biome=PEARLESCENT_DESERT density=4.241478
